	direccion	latitude	longitude
9	Paraguay 4700, Palermo	-25.3748673	-57.6026856
0	Arenales 1800, Barrio Norte	-34.5949565	-58.3929702
1	Riobamba 0, Congreso	-34.6014675	-58.3941662
2	Cordoba 2600, Barrio Norte	-31.2999451	-64.1779023
3	Ramon Falcon 1400, Caballito	-34.624492	-58.4480628
4	Hipolito Yrigoyen 3800, Almagro	-34.6146604	-58.4201922
5	Mario Bravo 900, Almagro	-34.5993949	-58.4161879
6	Aranguren 1200, Caballito	-34.6173989	-58.4491719
7	Blanco Encalada 3100, Belgrano	-34.5631719	-58.4655329
8	Ortega Y Gasset 1700, Las Cañitas	-34.5691164	-58.4314757
9	Avenida De Los Incas 3600, Belgrano	-34.5749374	-58.4632569
0	Washington 2400, Belgrano	-34.5669741	-58.4718586
1	Nuñez 1700, Nuñez	-34.5463658	-58.4606573
2	Manuela Pedraza 1600, Nuñez	-34.5474753	-58.4585767
3	Doblas 300, Caballito	-34.6198093	-58.4312647
4	Jean Jaures 300, Abasto	-34.6068005	-58.4101428
5	Avenida Del Libertador 8400, Nuñez	-34.5385386	-58.465398
6	Armenia 2400, Palermo	-34.5845043	-58.4198154
7	Pedro Calderón De La Barca 3200, Villa Devoto	-34.6130182	-58.5235023
8	Mercedes 2100, Villa Devoto	-34.600654	-58.5124562
9	Mahatma Gandhi 300, Parque Centenario	21.8669627	-102.2955985
0	Ortega Y Gasset Jose 1600, Belgrano	0	0
1	Av. Dorrego 1400, Palermo Hollywood - Palermo	38.1156879	13.3612671
2	Pasaje Santa Rosa 5000, Palermo Soho - Palermo	38.1156879	13.3612671
3	Av. Libertador 200, Retiro	-26.5621849	-54.774977
4	Alberdi Juan Bautista 2600, Flores	-34.6320925	-58.46446530000001
5	Doctor Juan Felipe Aranguren 2400, Flores	-34.6231692	-58.4650032
6	Juana Manso 1700, Puerto Madero	-34.6173216	-58.3616752
7	Viamonte 2600, Balvanera	-34.6010979	-58.4032849
8	Avenida Del Libertador 4800, Belgrano	-34.5617775	-58.4432442
9	French 2700, Recoleta	-34.5895399	-58.4018329
0	Vicente Lopez 1900, Recoleta	-34.5902904	-58.3919495
1	Ortega Y Gasset 1600, Las Cañitas	-34.5683599	-58.4308074
2	Marcelo T De Alvear 1300, Barrio Norte	-34.597066	-58.385509
3	Gurruchaga 2200, Barrio Norte	-34.5853865	-58.4230651
4	Acoyte 600, Caballito	-34.6070852	-58.4400842
5	Santa Fe 2100, Barrio Norte	-33.7340923	-61.970905
6	Av. Las Heras 4000, Palermo	-27.4767517	-59.0007908
7	Fray Calletano Rodriguez 300, Caballito	-34.6264131	-58.4636943
8	Concepción Arenal 2400, Palermo	-34.5740024	-58.4368691
9	Tacuari 1300 Cochabamba Y Garay Juan, San Nicolás	51.1558839	4.154440999999999
0	Avenida Juan Bautista Alberdi 1600, Caballito	-34.6270219	-58.4507518
1	Tronador 4000, Saavedra	-34.553908	-58.4859326
2	Pueyrredón Av. 1400, Barrio Norte	-34.5944379	-58.4023516
3	2 Dorm Mercedes 200, Floresta	0	0
4	Avenida Rivadavia 2200, Congreso	0	0
5	Plaza Oeste 3600, Saavedra	-34.5578335	-58.48461440000001
6	Paraguay 3000, Barrio Norte	-34.5983686	-58.3882072
7	Manzanares 4000, Saavedra	-34.5548211	-58.4835168
8	Demaría 4500, Palermo Chico - Palermo	38.1156879	13.3612671
9	Melincué 2600, Villa del Parque	-34.5986533	-58.4867991
0	Oliden 1300, Mataderos	-34.6492889	-58.5083629
1	Holmberg 3600, Saavedra	-34.5583195	-58.4852678
2	Avenida Monroe 4600, Villa Urquiza	-34.5699271	-58.4788292
3	Charcas 4200, Palermo	-34.5846951	-58.4219339
4	Bacacay 2700, Flores	-34.6276665	-58.4677767
5	Garcia Del Rio 4100, Saavedra	-34.5545859	-58.48533699999999
6	Nahuel Huapi 4900, Villa Urquiza	-34.5701029	-58.4864789
7	Zuviria 400, Caballito	-34.6291405	-58.4320124
8	Córdoba, Av. 3200, Barrio Norte	-31.2999451	-64.1779023
9	Uspallata 800, Barracas	-34.6317612	-58.3740662
0	Cabrera 3986 5º C, Palermo	38.1133079	13.3442163
1	Del Barco Centenera 400, Caballito	-34.6276562	-58.4402973
2	Belaustegui 1200, Caballito	-34.6060369	-58.4571899
3	Cabrera 3986 3º B, Palermo	38.1133079	13.3442163
4	Vicente López 1800, Recoleta	-34.5910409	-58.3908578
5	Cabrera 3986 3º A, Palermo	38.1133079	13.3442163
6	Gascon 900, Palermo	-34.6005629	-58.4238981
7	Cabrera 3986 1º B, Palermo	38.1133079	13.3442163
8	Peña 3000, Barrio Norte	-34.5864885	-58.4044676
9	Avenida Pedro Goyena 500, Caballito	-34.6259085	-58.434196
0	Arenales 1700, Barrio Norte	-34.5950273	-58.3918922
1	Cabrera 3986 2º A, Palermo	38.1133079	13.3442163
2	Jerónimo Salguero 700, Almagro	-34.6021939	-58.4194759
3	Tucumán 3700, Almagro	-34.5990062	-58.4174097
4	Cabrera 3986 4ºc, Palermo	38.1156879	13.3612671
5	Avenida Álvarez Thomas 2600, Villa Urquiza	-34.5760649	-58.4773969
6	Avenida Directorio 1200, Caballito	-34.6295943	-58.4444583
7	Avenida Alvear 1900, Recoleta	-34.5872773	-58.3898089
8	Blanco Encalada Entre Av. Balbin Y Zapiola, Belgrano	0	0
9	Avenida Boyaca 2200, Paternal	-34.6053135	-58.4724728
0	Diaz Colodrero 3100, Villa Urquiza	-34.5684369	-58.4899309
1	Av Santa Fe 3500, Palermo	-34.5865637	-58.4140088
2	Lola Mora 400, Puerto Madero	-34.6191198	-58.3613309
3	Azucena Villaflor 600, Puerto Madero	-34.6114034986202	-58.360186221597
4	Juana Manso 400, Puerto Madero	-34.6020876612903	-58.3636031306452
5	Victoria Ocampo 300, Puerto Madero	-34.6019991	-58.3645057
6	Barzana 1900, Villa Urquiza	-34.5818509	-58.4859009
7	Juana Manso 1100, Puerto Madero	-34.6104855	-58.3626022
8	Boulevard Azucena Villaflor 500, Puerto Madero	-34.6110043	-58.3612753
9	Palpa 2400, Belgrano	-34.5690911	-58.4463192
0	Avenida Rivadavia 7800, Floresta	-34.6321948	-58.4743988
1	Av.figueroa Alcorta 3000, Palermo Chico - Palermo	38.1156879	13.3612671
2	Avenida Congreso 2600, Belgrano	-34.5564349	-58.4641239
3	Olleros 3500, Chacarita	-34.5820578	-58.4507132
4	Caracas 1000, Flores	-34.6186259	-58.4658329
5	Lavalle 3300, Abasto	-34.6017839	-58.4124899
6	Charcas 4300, Palermo Soho - Palermo	-34.5838862	-58.4230079
7	Avenida Luis María Campos 400, Belgrano	-34.5628839	-58.4436351
8	Armenia 2300, Palermo	-34.5853403	-58.4211127
9	Charcas 3100, Barrio Norte	-34.5947636	-58.4051275
0	Teniente Gral. Donato Alvarez 0, Caballito	-34.6255789	-58.45408869999999
1	Avenida De Los Incas 4000, Belgrano	-34.5749374	-58.4632569
2	Eduardo Holmberg 1500, Villa Urquiza	0	0
3	Plaza 1400, Villa Ortuzar	-34.5788847	-58.4673118
4	Montaneses 3100, Nuñez	-34.548395	-58.457494386535
5	Avenida Juan B Justo 1000, Palermo Hollywood - Palermo	-34.5818981	-58.43000109999999
6	Dr. Pedro Ignacio Rivera 4800, Saavedra	-34.5727101	-58.4895195
7	Juana Manso 700, Puerto Madero	-34.5988717	-58.3641235
8	Echeverria 2500, Belgrano	-34.5636131	-58.4566964
9	Vidal 2500, Belgrano	-34.5606609	-58.4635759
0	Inclán 3137 3100, Parque Patricios	-34.63100379999999	-58.4087365
1	Inclán3137 3100, Parque Patricios	-34.63100379999999	-58.4087365
2	Caboto 400, Catalinas	0	0
3	Suipacha 700, Retiro	-34.8936308	-56.1786012
4	Bulnes 200, Almagro	-34.6087099	-58.4188659
5	Avenida Raúl Scalabrini Ortiz 1700, Palermo Soho - Palermo	-34.5902295	-58.4240966
6	Uriarte 2300, Palermo Soho - Palermo	-34.5823929	-58.4250589
7	Repetto, Nicolas 100, Caballito	-34.6211544	-58.44289250000001
8	Calvo, Carlos 3000, San Cristobal	-34.622109	-58.407164
9	Pedernera 100, Flores	-34.6303479	-58.4635239
0	Alvarez Jonte 3500, Villa del Parque	-34.6120621	-58.4912414
1	Manuel Artigas 5100, Villa Luro	-34.6440035	-58.49643159999999
2	Av. Díaz Vélez 5100, Caballito	-34.6088858	-58.438675
3	Yatay 300, Almagro	-34.6088899	-58.4292829
4	Soler 5800, Palermo Hollywood - Palermo	38.1156879	13.3612671
5	Dr. Pedro Ignacio Rivera 2400, Belgrano	-34.55842	-58.4639735
6	Juncal 3100, Palermo	-34.5768027	-58.4235228
7	Juncal 3200, Palermo	-34.5768027	-58.4235228
8	Enrique Martinez 200, Palermo Hollywood - Palermo	38.1156879	13.3612671
9	Baez 500, Las Cañitas	-34.5710202	-58.4330518
0	Franklin Roosevelt 5000, Villa Urquiza	-34.5730538	-58.48607839999999
1	Arcos 1200, Belgrano	-34.5680015	-58.4461159
2	Iberá 1500, Nuñez	-34.5564949	-58.4698916
3	Ravignani 2200, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	Sanchez De Bustamante 1000, Palermo	-34.5832644	-58.4019405
5	Manzanares 1600, Nuñez	-34.5440082	-58.4625735
6	Jorge Luis Borges 2100, Palermo Soho - Palermo	-34.5856145	-58.4255459
7	Cabello 3500, Palermo	-34.5811953	-58.4096324
8	Virrey Del Pino 2700, Belgrano	-34.5680687	-58.4554272
9	Av. Crámer 2900, Belgrano	-34.5580807	-58.4671584
0	Sarmiento 3500, Almagro	-34.6059436	-58.4150563
1	Ayacucho 1900, Recoleta	-34.5884159	-58.3901919
2	Av. Del Libertador 5500, Belgrano	-34.5618585	-58.4441414
3	Juramento 1600, Belgrano	-34.5574076	-58.448742
4	Quesada 2200, Nuñez	-34.5525998	-58.462532
5	Avenida Nazca 2800, Villa del Parque	-34.6036504	-58.4881852
6	Nahuel Huapi 4400, Villa Urquiza	-34.5672167	-58.4814213
7	Aguero 800, Almagro	-34.6005297	-58.41086899999999
8	Avenida Ingeniero Huergo 900, San Telmo	-34.6238008	-58.365877
9	Juncal 3000, Palermo	-34.5768027	-58.4235228
0	Garcia Del Rio 2500, Nuñez	-34.5485293	-58.4686968
1	Roosevelt 4900, Villa Urquiza	-34.5724468	-58.4845536
2	Oro 2200, Palermo	5.0519933	-75.4892718
3	Cerrito 1500, Recoleta	-33.4310764	-70.6356819
4	Avenida Rivadavia 10700, Liniers	-34.6393837	-58.514112
5	Quesada 5300, Villa Urquiza	-34.5694574	-58.491931
6	Nuñez 1500, Nuñez	-34.5500583	-58.4672918
7	Avenida Acoyte 1200, Caballito	-34.6051291	-58.4411793
8	Paraguay 5200, Palermo Hollywood - Palermo	38.1156879	13.3612671
9	Burela 3000, Villa Urquiza	-34.5729509	-58.4958699
0	Constitucion 1900, San Cristobal	-34.6254633	-58.3945914
1	Alberdi, Juan B., Av. 100, Caballito	-34.6224977	-58.428973
2	Jujuy 1000, San Cristobal	-34.6286052	-58.4004605
3	Rosario 400, Caballito	-34.6191665	-58.4344401
4	Directorio, Avda. 900, Caballito	-34.6289536	-58.4393377
5	Juncal 4500, Palermo	-34.5774699	-58.4225506
6	Directorio, Avda. 2500, Flores	-32.9977545	-60.6466663
7	Rivadavia 6000, Caballito	-34.6241126	-58.4497172
8	Zuviria 200, Caballito	-34.6287475	-58.42930669999999
9	Yatay 700, Almagro	-34.6042539	-58.4289579
0	Varela 1400, Flores	-34.6350624	-58.4631494
1	Fernandez Moreno, B. 1200, Parque Chacabuco	0	0
2	Condarco 1400, Flores	-34.6282572	-58.4676348
3	La Plata, Avda. 500, Caballito	-34.6206827	-58.42808969999999
4	Moldes 1500, Colegiales	-34.5727389	-58.4468933
5	Bilbao, Francisco 2100, Flores	-34.63322420000001	-58.4560527
6	Rivadavia 5200, Caballito	-34.6195372	-58.4388027
7	Membrillar 100, Flores	-34.6294824	-58.4605848
8	Goyena, Pedro, Avda. 700, Caballito	-34.6260862	-58.4376383
9	Thorne 1300, Parque Chacabuco	-34.6380229	-58.4463719
0	Moreno, Jose M., Av. 300, Caballito	-34.6210669	-58.434946
1	Artigas, Jose G. De, Gral. 300, Flores	0	0
2	Acuña De Figueroa, Fco. 1300, Palermo	-34.5964204	-58.42154909999999
3	Justo, Juan B. Avda. 5800, Villa del Parque	-34.6192093	-58.4770365
4	Av. Libertador 8400, Nuñez	-34.5384419	-58.465347
5	República Arabe Siria 3100, Palermo Chico - Palermo	38.1156879	13.3612671
6	Terrero 400, Flores	-34.6221635	-58.4583058
7	Donizetti 500, Villa Luro	-34.6430289	-58.4952639
8	Ciudad De La Paz 300, Belgrano	-34.5567007	-58.4627647
9	Arcos 2400, Belgrano	-34.5577881	-58.4562497
0	Nazarre 2600, Villa del Parque	-34.5979652	-58.4873101
1	Diaz Cnel Av. 2000, Barrio Norte	-34.5882179	-58.4095467
2	Olga Cossentini 100, Puerto Madero	-34.5991658	-58.3648063
3	Esmeralda 800, Recoleta	-34.5989036	-58.37828979999999
4	Triunvirato, Av. 3600, Villa Urquiza	-34.5824408	-58.4722551
5	Las Heras, Av. 2900, Recoleta	-34.5837587	-58.4017273
6	Blanco Encalada 5000, Villa Urquiza	-34.5749206	-58.4851393
7	Cullen 4800, Villa Urquiza	-34.5729757	-58.4880392
8	Mosconi, Av. 3100, Villa Pueyrredón	-34.5878762	-58.5048052
9	Blanco Encalada 4700, Villa Urquiza	-34.5732479	-58.4822239
0	Miller 3000, Villa Urquiza	-34.5670469	-58.4846799
1	Mexico 800, San Telmo	31.8556023	-116.6012672
2	Granaderos 100, Flores	-34.6265639	-58.4594564
3	Rivadavia 6600, Flores	-34.6276643	-58.4593807
4	Miro 100, Caballito	-34.6248759	-58.4494069
5	Azurduy 2500, Nuñez	-34.5514946	-58.4676483
6	Gaona, Avda. 1300, Caballito	-34.6083529	-58.4476159
7	Guevara Trinidad 300, Puerto Madero	-34.602828	-58.3677582
8	Nuñez 3600, Saavedra	-34.559107	-58.4835493
9	Marcelo T De Alvear 2000, Recoleta	-34.5974149	-58.3959289
0	Puan 1300, Parque Chacabuco	-34.6433976	-58.4405066
1	Conesa Al 600, Colegiales	-34.57527049999999	-58.4467477
2	Juncal Entre S. De Bustamante Y Austria, Barrio Norte	0	0
3	Pichincha Entre San Juan, Av. Y Cochabamba, Abasto	0	0
4	Avda Cordoba 3800, Almagro	-34.5978942	-58.4146253
5	Rodriguez Peña 2100, Recoleta	-34.5871351	-58.385203
6	Salguero Entre Cerviño Y Cabello, Palermo	38.1156879	13.3612671
7	Avenida Federico Lacroze 3900, Chacarita	-34.5843149	-58.4532149
8	Moldes 2100, Belgrano	-33.6195437	-64.5986551
9	Segui, Juan F. Entre Kennedy,avda. Y Oro, Fray Jus, Palermo	38.1156879	13.3612671
0	Avenida Cerviño 3700, Palermo	-34.5754678	-58.4223629
1	Junin 1300, Barrio Norte	-34.5932339	-58.3970009
2	Olaya 1000, Parque Centenario	0	0
3	Justo, Juan B. Avda. Entre Cucha Cucha Y Repetto,, Villa Crespo	-34.5976786	-58.4430195
4	Diaz Velez, Avda. Entre Olaya Y Hidalgo, Caballito	0	0
5	Del Libertador, Avda. Entre Buschiazzo Y Fjs Oro, Palermo	38.1156879	13.3612671
6	Cabello 3600, Palermo Chico - Palermo	38.1156879	13.3612671
7	Basavilbaso Entre Del Libertador, Avda. Y Juncal, Retiro	-32.3687833	-58.87495
8	Blanco Encalada Entre Balbin, Ricardo Av. Y Zapiol, Belgrano	0	0
9	Pueyrredon, Av. Entre Viamonte Y Tucuman, Once	0	0
0	Junin 1000, Recoleta	-34.5974709	-58.3976439
1	Callao Entre Av. Del Libertador Y Posadas, Recoleta	-12.0508491	-77.1259843
2	Pacheco De Melo, Jose Entre Junin Y Ayacucho, Barrio Norte	0	0
3	B. Encalada Entre Balbin, Av. Y Zapiola, Belgrano	0	0
4	Del Libertador, Avda. Entre Buschiazzo, Juan A. Y, Palermo	38.1156879	13.3612671
5	Cabildo, Avda. Entre Arredondo, Virrey Y Del Pino,, Belgrano	0	0
6	Naon, Romulo S., Dr. Entre Nuñez Y Larralde, Criso, Saavedra	0	0
7	Gorriti Entre Salguero, Jeronimo Y Bulnes, Palermo	38.1156879	13.3612671
8	Soler Entre Aguero Y Gallo, Barrio Norte	0	0
9	Newbery, Jorge Entre Del Libertador, Avda. Y Migue, Belgrano	0	0
0	Escalada De San Martin, R. Entre Cucha Cucha Y Esp, Villa Crespo	-34.6035957	-58.4552002
1	Parana 100, San Nicolás	-31.7428831	-60.5061822
2	Oro, Fray Justo Santamaria De Entre Juncal Y Berut, Palermo	38.1156879	13.3612671
3	Santa Fe Av. Entre Dorrego, Avda. Y Arevalo, Palermo	38.1156879	13.3612671
4	Marechal, Leopoldo Entre Ghandi, Mahatma Y Antezan, Villa Crespo	-34.5976786	-58.4430195
5	Gurruchaga Entre Paraguay Y Charcas, Palermo	38.1156879	13.3612671
6	Juncal Entre Republica Arabe Siria Y Ugarteche, Palermo	38.1156879	13.3612671
7	Velez Sarsfield, Av. Entre Uspallata Y Finochietto, Parque Patricios	-34.637701	-58.4002165
8	Godoy Cruz Entre Cerviño Y Juncal, Palermo	38.1156879	13.3612671
9	O'higgins Entre Quesada Y Congreso, Avda., Belgrano	0	0
0	Demaria Entre Godoy Cruz Y Oro, Fray Justo Santama, Palermo	38.1156879	13.3612671
1	Cabrera, Jose Antonio Entre Carranza, A. J. Y Ravi, Palermo	38.1156879	13.3612671
2	Lavalle Entre Rodriguez Peña Y Montevideo, Centro / Microcentro	0	0
3	Avenida Donato Álvarez 2100, Paternal	-34.5999068	-58.4663782
4	Sinclair Entre Segui, Juan F. Y Demaria, Palermo	38.1156879	13.3612671
5	Emilio Lamarca 2400, Villa del Parque	-34.6101219	-58.4960119
6	Luis Viale 700, Villa Crespo	-34.6059929	-58.4497169
7	Alvarez Thomas, Avda. Entre Cespedes Y Perez, Greg, Colegiales	0	0
8	Zuviria Entre Thompson Y Calasanz, San Jose De, Flores	0	0
9	Zuviria Entre Thompson Y Calasanz, San Jose De, Caballito	0	0
0	Bogota Entre Campichuelo Y Otamendi, Caballito	4.710988599999999	-74.072092
1	Virasoro, Valentin Entre Franklin Y Planes, Caballito	0	0
2	Hidalgo Entre Aranguren, Juan F., Dr. Y Mendez De, Caballito	0	0
3	Serrano Entre Ramirez De Velasco, Juan Y Aguirre, Villa Crespo	-34.5960808	-58.43712999999999
4	Av. Cabildo Entre Virrey Vertiz Y Virrey Arredondo, Belgrano	0	0
5	Marcelo T De Alvear Al 1600, Recoleta	-34.5973057	-58.3961075
6	Lacroze Al 2200, Belgrano	-34.5679946	-58.4427372
7	Colombres Entre Don Bosco Y Rivadavia, Av., Almagro	0	0
8	Corrientes, Avda. Entre Malabia Y Acevedo, Villa Crespo	-34.5969158	-58.438821
9	San Juan, Av. Entre Pasco Y Pichincha, San Cristobal	18.4655394	-66.1057355
0	Pichincha Entre San Juan, Av. Y Cochabamba, San Cristobal	0	0
1	Viel 1600, Parque Chacabuco	-34.6353639	-58.4286769
2	Santa Fe Av. Entre Suipacha Y Esmeralda, Recoleta	35.6869752	-105.937799
3	La Pampa Entre O'higgins Y 3 De Febrero, Belgrano	0	0
4	Pueyrredon, Av. Entre Cordoba, Avda. Y San Luis, Barrio Norte	0	0
5	Peron, Juan D., Pte. Entre Bulnes Y Bravo, Mario, Almagro	0	0
6	Bulnes Entre Santa Fe Av. Y Arenales, Palermo	38.1156879	13.3612671
7	Avenida Santa Fe 4900, Palermo	-34.5776092	-58.4286671
8	Del Libertador, Avda. Entre Sucre, Antonio J. De Y, Belgrano	0	0
9	Dumont, Santos Entre Cabildo, Avda. Y Zapata, Belgrano	0	0
0	Fray Justo Santamaria De Oro Al 2600, Palermo	-34.5782575	-58.4234172
1	Rio De Janeiro Entre Diaz Velez, Avda. Y Potosi, Almagro	-22.9068467	-43.1728965
2	Valentin Virasoro 700, Caballito	-34.6080626	-58.4437303
3	Santa Fe Av. Entre Parana Y Montevideo, Barrio Norte	35.6869752	-105.937799
4	Cerviño Entre Scalabrini Ortiz, Raul, Av. Y Salgue, Palermo	38.1156879	13.3612671
5	Azucena Villaflor Entre Calabria Y Aime Paine, Puerto Madero	0	0
6	Congreso, Avda. Entre Melian, Av. Y Perez, Roque, Belgrano	0	0
7	Amenabar 2600, Belgrano	-34.1367021	-62.4234655
8	Soldado De La Independencia 500, Belgrano	-34.5630455	-58.4419194
9	Mariano Acha 1700, Villa Urquiza	-34.5773223	-58.4727244
0	Gallo 1500, Barrio Norte	-35.4475883	-71.6429755
1	Tte.gral Juan D Peron 2000, Congreso	0	0
2	Cortina 1900, Versalles	-34.6235808	-58.52069699999999
3	Pte Luis Saenz Peña 700, Monserrat	-34.6166959	-58.3874478
4	Boyaca 600, Flores	-34.6206526	-58.4610845
5	Cramer 1800, Belgrano	-34.5715059	-58.4521844
6	Avenida Independencia 4000, Boedo	-34.6214092	-58.42219689999999
7	Esteban Echeverria 3300, Belgrano	-45.8303946	-67.4756595
8	Paraguay 4700, Palermo Soho - Palermo	-34.5831719	-58.4263379
9	Chirimay 0, Caballito	-34.6242347	-58.447766
0	Avenida Lope De Vega 2100, Villa Devoto	-34.62115970000001	-58.5159123
1	Parera 100, Barrio Norte	-34.5915464	-58.3861731
2	San Benito De Palermo 1600, Palermo	-34.567446	-58.4321666
3	Av Lacroze Federico 1800, Belgrano	-34.5645129	-58.4395244
4	Hipólito Yrigoyen 2500, Balvanera	-34.6111113	-58.401569
5	Soldado De La Independencia 1400, Las Cañitas	-34.5632831	-58.4419418
6	Franklin Roosevelt 4000, Coghlan	-34.5627314	-58.4694657
7	Rafael Hernandez 2800, Belgrano	-34.5502226	-58.4498921
8	Nuñez 3800, Coghlan	-34.5568636	-58.479462
9	Franklin Roosevelt 1700, Belgrano	-34.5534892	-58.45374
0	Suipacha 1200, Retiro	-34.5942747	-58.3800435
1	Sanchez De Loria 100, Almagro	-34.6115346	-58.4140005
2	Cucha Cucha 2100, Paternal	-34.5991319	-58.469826
3	La Rioja 100, Once	-34.6113996	-58.4087123
4	Avenida Raúl Scalabrini Ortiz 2100, Palermo	-34.5877759	-58.4203439
5	Av Beiro 3300, Villa Devoto	-34.5982652	-58.4994944
6	Peña 2700, Recoleta	-34.5880819	-58.4019189
7	Rojas 700, Caballito	-34.6129976	-58.4447511
8	Cabrera 4000, Palermo	-34.596496	-58.423065
9	Guatemala Al 5800, Palermo	-34.5787391	-58.43397100000001
0	Irigoyen 1000, Versalles	-34.6310297	-58.5129932
1	Avenida Rivadavia 6800, Flores	-34.6284576	-58.4610503
2	Avenida Santa Fe 1200, Recoleta	-34.5919923	-58.4067584
3	Olleros 1700, Palermo	-34.56164	-58.433052
4	Scalabrini Ortiz, Raul, Av. 1400, Palermo Soho - Palermo	38.1156879	13.3612671
5	Juan Maria Gutierrez 3900, Palermo Chico - Palermo	38.1156879	13.3612671
6	Pasteur 100, Balvanera	-34.6086679	-58.3993121
7	Niceto Vega 5600, Palermo	-34.5869224	-58.4392299
8	Avenida Estado De Israel 4200, Almagro	-34.598415	-58.4279817
9	Santa Fe 3300, Recoleta	-34.58812460000001	-58.4117666
0	Avenida San Isidro 3900, Nuñez	-34.5466429	-58.4699165
1	Ambrosetti 0, Caballito	-34.6165794	-58.4358189
2	Aristóbulo Del Valle 200, Boca	-34.6317319	-58.3573339
3	Viamonte 2000, Barrio Norte	-34.6010384	-58.3955474
4	Avda. Las Heras 2200, Recoleta	-34.5885827	-58.3958244
5	Monroe 4600 E/valdenegro Y Miller, Villa Urquiza	0	0
6	Echeverria 1900, Belgrano	-34.5602984	-58.4511018
7	Guatemala 4500 E/malabia Y Armenia, Palermo	38.1156879	13.3612671
8	Talcahuano 1200, Recoleta	-36.7173237	-73.1243143
9	Ciudad De La Paz 2900, Belgrano	-34.5560838	-58.4633891
0	Angel Pacheco 2400, Villa Urquiza	-34.5732889	-58.4842419
1	Teniente General Juan Domingo Perón 2600, Once	-34.6076649	-58.4032909
2	Altolaguirre 2200, Villa Urquiza	-34.5787342	-58.4894906
3	Carlos Pellegrini 1200, Barrio Norte	-34.5943097	-58.3815188
4	Ayacucho 1600, Barrio Norte	-34.5910363	-58.3930804
5	Beruti 3300, Palermo	-34.5877312	-58.4090051
6	Anchorena 1400, Recoleta	-34.5934354	-58.4052357
7	Garay, Juan De, Avda. 1800, Parque Patricios	-34.627266	-58.39121120000001
8	Bacacay 2600, Flores	-34.6272906	-58.4664066
9	Felipe Vallese 1500, Caballito	-34.6168729	-58.4554479
0	Av. Del Libertador 7700, Nuñez	-34.5435374	-58.4613339
1	Uruguay 1000 E/santa Fe Y Alvear Marcelo T De, Barrio Norte	0	0
2	Tucuman 800 E/suipacha Y Esmeralda, Centro / Microcentro	0	0
3	Suipacha 1200 E/arenales Y Juncal, Retiro	0	0
4	General Justo José De Urquiza 1200, San Cristobal	-30.6970701	-61.0506088
5	Santa Fe E/montevideo Y Paraná, Barrio Norte	-34.8820491	-56.1919008
6	Sanchez De Bustamante 1600 E/charcas Y Guemes, Barrio Norte	0	0
7	Rodriguez Peña E/ Guido Y Vicente Lopez, Recoleta	0	0
8	Gascon 1100, Almagro	-34.5979868	-58.4234967
9	Rodriguez Peña 2000 E/del Libertador Y Posadas, Recoleta	0	0
0	General Ramón Freire 1700, Belgrano	-34.5706587	-58.4609461
1	República De La India 2700, Palermo	-34.5800848	-58.4159606
2	Avenida Corrientes 1200, Centro / Microcentro	-27.4404327	-58.9932758
3	Moreno 2500, Balvanera	-34.6133819	-58.4012779
4	Jerónimo Salguero 300, Almagro	-34.6074149	-58.4201069
5	3 De Febrero 2400, Belgrano	-34.5566973	-58.4544617
6	Arcos 1800, Belgrano	-34.5634739	-58.4513782
7	Pasaje Schiaffino Eduardo 2100, Recoleta	-34.5861167	-58.3894795
8	Esmeralda 900, Retiro	-34.5978284	-58.3784838
9	Manuel Ugarte 2300, Belgrano	-34.5558677	-58.4603453
0	Roosevelt 2900, Belgrano	-34.5659156	-58.4528082
1	Sarmiento 2500, Once	-34.6063829	-58.4018689
2	Avellaneda 1900, Flores	-36.0049329	-59.1223644
3	Soler 6000, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	Beauchef 200, Caballito	-34.6236822	-58.4332454
5	Yrigoyen, Hipolito 2400, Once	-27.1345724	-55.2783189
6	Alvarez, Julian 600, Villa Crespo	-34.5993379	-58.43412310000001
7	Congreso, Avda. 1800, Belgrano	-24.1815034	-65.3258177
8	Vuelta De Obligado 2300, Belgrano	-34.5597405	-58.4573142
9	Justo, Juan B. Avda. 5800, Flores	-34.6192093	-58.4770365
0	Gutierrez, Juan Maria 2700, Barrio Norte	-34.5865577	-58.4001922
1	José Maria Moreno 400, Caballito	-34.6230204	-58.4346284
2	Virrey Loreto 2400, Belgrano	-34.5673032	-58.4497525
3	Marcelo T De Alvear 1200, Recoleta	-34.5973057	-58.3961075
4	Av Juan B Justo 4300, Paternal	-34.606679	-58.46133999999999
5	Pico 4800, Villa Urquiza	-34.5508722	-58.4966132
6	Paraguay 5300, Palermo	-25.3748673	-57.6026856
7	Guemes 3100, Recoleta	-34.5914969	-58.4097269
8	Avenida Estado De Israel 4600, Villa Crespo	-34.5997179	-58.43008569999999
9	Av.nazca 2600, Villa del Parque	-34.6059119	-58.4861609
0	Avenida San Martín 1800, Paternal	-34.6009759	-58.4725574
1	Puán 1300, Parque Chacabuco	-34.6433976	-58.4405066
2	Avenida Rivadavia 5700, Caballito	-34.6225344	-58.4456268
3	Av. Corrientes 5500, Villa Crespo	-34.5974301	-58.4416005
4	Montevideo 100, Congreso	-34.8265709	-56.2168564
5	Av.del Libertador 5100, Belgrano	-34.5631947	-58.4382053
