	direccion	lat	lon
0	Calvo, Carlos 1200, Monserrat, Argentina	null	null
0	Jaures, Jean 600, Abasto, Argentina	null	null
0	Sarmiento 2800, Once, Argentina	-34.6066266	-58.4057545
0	Calvo, Carlos 1900, San Cristobal, Argentina	-34.6204647	-58.3930017
0	Rivadavia 4700, Caballito, Argentina	-34.6162899	-58.4315746
0	Tucuman 1600, Centro / Microcentro, Argentina	-31.41098	-64.18653
0	Alberdi, Juan B., Av. 2700, Flores, Argentina	-34.6325921	-58.4656068
0	Demaria Y Sinclair, Palermo, Argentina	-34.57412	-58.42301
0	Remedios Escalada De San Martin 1000, Villa Crespo, Argentina	-34.6042598	-58.4559148
0	Terrero 1700, Paternal, Argentina	-34.6023426	-58.4733852
0	Reconquista 500, Retiro, Argentina	-34.5946227	-58.3733209
0	Avenida Segurola 1000, Floresta, Argentina	-34.62766	-58.49028
0	Pedro Ignacio Rivera 4800, Villa Urquiza, Argentina	-34.56735	-58.47942
0	Lavalle 3100, Abasto, Argentina	-34.6027089	-58.4096889
0	Carbajal 4100, Belgrano, Argentina	-34.5711955	-58.4600609
0	Avenida Juan Bautista Alberdi 2900, Flores, Argentina	-34.6333536	-58.468278
0	Av. Santa Fe 900, Catalinas, Argentina	null	null
0	Avenida Donato Alvarez 500, Flores, Argentina	-34.6201937	-58.4567154
0	Av. Alberdi 2700, Flores, Argentina	-34.6325921	-58.4656068
0	Avenida Alvarez Thomas 2900, Villa Urquiza, Argentina	-34.5735385	-58.4806813
0	Avenida Cabildo 1200, Belgrano, Argentina	-34.5685729	-58.4481536
0	Avenida Presidente Figueroa Alcorta 3000, Palermo Chico - Palermo, Argentina	-34.580407	-58.399048
0	Petrona Eyle 500, Puerto Madero, Argentina	-34.6147116	-58.3613774
0	Avenida Gaona 2900, Caballito, Argentina	-34.6077355	-58.4456876
0	Yerbal 2300, Flores, Argentina	-34.6272723	-58.4615792
0	Sarmiento 1600, Centro / Microcentro, Argentina	-31.41203	-64.17514
0	Tacuari 100, Centro / Microcentro, Argentina	null	null
0	Av. Libertador 5600, Belgrano, Argentina	-24.1999503	-65.2817933
0	Salguero 2200, Barrio Norte, Argentina	null	null
0	Avenida Nazca 2400, Villa del Parque, Argentina	-34.5991072	-58.491521
0	Avenida Corrientes 4200, Almagro, Argentina	-34.6030064	-58.4240515
0	Junin 1300, Barrio Norte, Argentina	-34.5932339	-58.3970009
0	Catamarca 500, Almagro, Argentina	-28.4629254	-65.7795204
0	Marechal Leopoldo 1300, Villa Crespo, Argentina	-34.6037329	-58.4407249
0	Billinghurst 500, Almagro, Argentina	-34.6039579	-58.4158149
0	Alvear Avda. 1500, Barrio Norte, Argentina	null	null
0	Avenida Santa Fe 800, Centro / Microcentro, Argentina	null	null
0	Av. Corrientes 6100 6, Villa Crespo, Argentina	-34.5928922	-58.446544
0	Echeverria 2100, Belgrano, Argentina	-34.5613704	-58.4528039
0	Gaspar De Jovellanos 1400, Barracas, Argentina	-34.6450663	-58.3708811
0	Dorrego Avenida 1600, Palermo, Argentina	-34.58029	-58.4418
0	Ibera 1900, Nunez, Argentina	-34.5506961	-58.4587659
0	Medrano 1400, Palermo, Argentina	-34.592887	-58.4195286
0	Brasil 700, San Telmo, Argentina	-34.625733	-58.3749191
0	Av. Santa Fe 2000, Barrio Norte, Argentina	-34.5959055	-58.3959648
0	Teodoro Garcia 2500, Belgrano, Argentina	-34.5704309	-58.4460842030303
0	R. Pena Posadas, Barrio Norte, Argentina	-27.42181	-55.93382
0	Roseti 800, Chacarita, Argentina	-34.5831129	-58.4539259
0	Av Luis Maria Campos 400, Las Canitas, Argentina	-34.5728210983272	-58.4334645713166
0	Cabezon 3600, Villa Devoto, Argentina	-34.5886444	-58.5145349
0	Cabildo 3800, Nunez, Argentina	-34.5553607	-58.4625247
0	Hipolito Irigoyen 1300, Congreso, Argentina	null	null
0	Martiniano Leguizamon 0, Liniers, Argentina	-34.6425232	-58.5192583
0	Larraya 1700, Mataderos, Argentina	-34.6626594	-58.4873025
0	San Nicolas 400, Floresta, Argentina	-34.6287009	-58.4798322
0	M. T. De Alvear 700, Retiro, Argentina	-34.5964147	-58.3767813
0	Pasaje Carabelas 200, Centro / Microcentro, Argentina	null	null
0	Andres Lamas 2200, Paternal, Argentina	-34.6033617	-58.4746746
0	Mitre Bartolome 2200, Once, Argentina	-34.6084455	-58.3976013
0	Guardia Vieja 4400, Almagro, Argentina	-34.6002409	-58.4266049
0	Avellaneda 0, Almagro, Argentina	null	null
0	San Jose De Calasanz 200, Caballito, Argentina	-34.6214219	-58.4381709
0	Camargo 1200, Villa Crespo, Argentina	-34.5951139	-58.4462259
0	Avenida Alberdi 1500, Caballito, Argentina	-34.62601	-58.44898
0	Tres Arroyos 2700, Paternal, Argentina	null	null
0	Av. Corrientes 4800, Villa Crespo, Argentina	-34.6017928	-58.4335056
0	Franklin 600, Caballito, Argentina	-34.6078789	-58.4399309
0	Patrcicias Argentinas 100, Parque Centenario, Argentina	null	null
0	Av.segurola 1700, Floresta, Argentina	-34.62766	-58.49028
0	Alvarez Jonte 4300, Floresta, Argentina	null	null
0	Av. Saenz 0, Pompeya, Argentina	-34.6541822	-58.4162542
0	Liniers Virrey 500, Almagro, Argentina	-34.6165179	-58.4141359
0	Anchorena Al 800, Barrio Norte, Argentina	null	null
0	Marcelo T De Alvear 400, San Nicolas, Argentina	-33.3445345	-60.2150364
0	Av. Cordoba 600, Centro / Microcentro, Argentina	null	null
0	Arevalo 1300, Palermo, Argentina	-34.5711997	-58.4304188
0	Misiones 0, Once, Argentina	-34.6134145	-58.404223
0	Llavallol 2000, Villa del Parque, Argentina	-34.6001681	-58.5000875
0	Campana 3400, Villa del Parque, Argentina	-34.5995289	-58.4987289
0	Tronador 1100, Villa Ortuzar, Argentina	-34.5807085	-58.4662611
0	Av. Forest 400, Colegiales, Argentina	-34.5757	-58.46265
0	Larrea 1200, Recoleta, Argentina	-34.5938919	-58.4008472
0	Av. Ruiz Huidobro 3700, Saavedra, Argentina	-34.5501001	-58.4847541
0	Gallo 1600, Recoleta, Argentina	-34.5918709	-58.4092409
0	Tucuman 2100, Barrio Norte, Argentina	-34.6014776	-58.3838902
0	General Hornos 1500, Barracas, Argentina	-34.6436970954545	-58.3752152878788
0	Moreno 1100, Monserrat, Argentina	-34.6118597	-58.3810753
0	Migueletes 700, Palermo Chico - Palermo, Argentina	-34.5672851	-58.4329356
0	Sucre 4200, Villa Urquiza, Argentina	-34.5741466	-58.4723657
0	Combatientes De Malvinas 3500, Villa Urquiza, Argentina	-34.57587	-58.47901
0	Aguero 1600, Recoleta, Argentina	-34.5917172	-58.4073055
0	Tomas Le Breton 4100, Coghlan, Argentina	null	null
0	Avenida Cabildo 3000, Belgrano, Argentina	-34.554698	-58.463662
0	Carlos Pellegrini 0, Centro / Microcentro, Argentina	null	null
0	Guatemala 4200, Palermo Soho - Palermo, Argentina	-34.5895027	-58.41895
0	Av. Lacroze 1900, Belgrano, Argentina	null	null
0	Lambare 1100, Villa Crespo, Argentina	null	null
0	San Luis 2400, Balvanera, Argentina	-34.5995132	-58.408707
0	Padilla 1000, Almagro, Argentina	null	null
0	Avenida Del Libertador 300, Recoleta, Argentina	-34.5869709	-58.3851449
0	Jorge Newbery 3000, Belgrano, Argentina	-40.8012014	-63.0002414
0	Pueyrredon 800, Balvanera, Argentina	-34.6009789	-58.4046649
0	Charcas 3300, Palermo Viejo - Palermo, Argentina	-27.46822	-55.86089
0	Iriarte 1700, Barracas, Argentina	-34.6482449	-58.3725599
0	Av Patricios 200, Barracas, Argentina	-34.63178	-58.37043
0	Juramento 2900, Belgrano, Argentina	-34.5648088	-58.4611029
0	Galvan 3500, Saavedra, Argentina	-34.562835	-58.4910005
0	Jaramillo 3700, Saavedra, Argentina	-34.5542539	-58.4803039
0	Guemes 4100, Palermo Viejo - Palermo, Argentina	-34.58541	-58.41843
0	Avenida Alvarez Jonte 1900, Paternal, Argentina	-34.60272	-58.47009
0	Margarinos Cervantes 2700, Villa del Parque, Argentina	null	null
0	Avenida Corrientes 1600, San Nicolas, Argentina	-34.6043227	-58.3892065
0	Avenida Boedo 400, Boedo, Argentina	-34.6269699	-58.4159705
0	Roque Perez 4500, Saavedra, Argentina	-34.5477719	-58.4842599
0	11 De Septiembre De 1888 4600, Nunez, Argentina	-34.5382535	-58.466974
0	Centenera 1400, Parque Chacabuco, Argentina	-34.6350779	-58.4346259
0	Mariano Acosta 3400, Villa Soldati, Argentina	-34.6628044	-58.4459275
0	Lope De Vega 800, Villa Luro, Argentina	-34.6339397	-58.5001913
0	Garay 200, San Telmo, Argentina	-34.6241551	-58.367864
0	Republica De La India 2800, Barrio Norte, Argentina	null	null
0	Juncal 1700, Recoleta, Argentina	-34.5941483608696	-58.3914735043478
0	Pinto 3200, Saavedra, Argentina	-34.5433529	-58.4822821
0	Cramer 1600, Colegiales, Argentina	-34.5704	-58.4561677
0	Triunvirato 3900, Villa Ortuzar, Argentina	-34.5828485	-58.4702659
0	Corrientes 4700, Villa Crespo, Argentina	-34.5950982	-58.4446995
0	Mendez De Andes 1700, Flores, Argentina	-34.6198704	-58.4597493
0	Av Libertador 800, Recoleta, Argentina	-34.58714	-58.38489
0	Guido 1600, Retiro, Argentina	-34.5919397	-58.3876928
0	Av Alvear 1800, Recoleta, Argentina	-34.5872773	-58.3898089
0	Avenida Gaona 2000, Caballito, Argentina	-34.6124913	-58.4557139
0	Av. Santa Fe 1400, Barrio Norte, Argentina	-34.5958712	-58.3869985
0	Av. Del Libertador 7300, Nunez, Argentina	-34.5462827	-58.4581996
0	Mendez De Andes 400, Caballito, Argentina	-34.6174913	-58.4538733
0	Av Juan B Justo 3500, Flores, Argentina	-27.57934	-60.72282
0	Juan B Ambrosetti 200, Caballito, Argentina	-34.6157528	-58.4364397
0	Av Luis Maria Campos 1300, Belgrano, Argentina	-34.5648512	-58.4412182
0	J F Kennedy 2800, Palermo Chico - Palermo, Argentina	-34.57443	-58.41859
0	Sarandi 1200, San Cristobal, Argentina	-34.6227259	-58.3936449
0	Avenida Dorrego 900, Chacarita, Argentina	-34.5909572	-58.4469373
0	Jaramillo 2800, Nunez, Argentina	-34.5475666	-58.4676782
0	Ciudad De La Paz 700, Belgrano, Argentina	-34.5718009	-58.4457659
0	Larrazabal 200, Villa Luro, Argentina	null	null
0	Besares 2300, Nunez, Argentina	-34.5447321	-58.469592
0	Av Cordoba Al 5300, Palermo, Argentina	-31.37627	-64.14887
0	Cuba 3100, Belgrano, Argentina	-34.5519828	-58.4632537
0	Celestino Vidal 4300, Nunez, Argentina	-34.556	-58.46747
0	Arenales 3200, Barrio Norte, Argentina	-34.5888775	-58.4087991
0	General Jose Gervasio Artigas 5300, Villa Pueyrredon, Argentina	-34.5788719	-58.5020179
0	Cabildo 500, Belgrano, Argentina	-38.9714557	-68.0550264
0	Montevideo 200, Centro / Microcentro, Argentina	null	null
0	Dr Luis Belaustegui 1400, Caballito, Argentina	-34.6070738	-58.4594839
0	Avenida Scalabrini Ortiz 1400, Palermo Soho - Palermo, Argentina	-34.5921731	-58.4271159
0	Triunvirato 3600, Villa Urquiza, Argentina	-34.5739681	-58.4867315
0	Mitre, Bartolome 1400, Centro / Microcentro, Argentina	null	null
0	Mitre, Bartolome 2500, San Nicolas, Argentina	-33.33426	-60.22249
0	Catamarca 200, San Cristobal, Argentina	-34.625444	-58.4031511
0	Zarraga 3900, Belgrano, Argentina	null	null
0	Dr. Jose Modesto Giuffra 300, San Telmo, Argentina	-34.6179049	-58.3700595
0	Sanchez De Bustamante 800, Abasto, Argentina	-34.6012369	-58.4141549
0	Virrey Del Pino 3500, Belgrano, Argentina	-34.5732921	-58.4656174
0	Defensa 500, San Telmo, Argentina	-34.623042	-58.3712832
0	Avenida Rivadavia 8000, Floresta, Argentina	-34.6327452	-58.476518
0	Directorio 3900, Flores, Argentina	-32.9977545	-60.6466663
0	Alvear, Marcelo T. De 2000, Barrio Norte, Argentina	-32.94426	-60.65486
0	Ayacucho 500, Balvanera, Argentina	-34.6033919	-58.3955239
0	Mitre, Bartolome 1300, San Nicolas, Argentina	-34.6076747	-58.384752
0	Gavilan 1100, Flores, Argentina	-34.6171229	-58.4654309
0	Wenceslao Villafane 1400, Barracas, Argentina	-34.6349409	-58.3719189
0	Teodoro Garcia 2400, Belgrano, Argentina	-34.5694754	-58.4454493
0	Avenida Entre Rios 100, Monserrat, Argentina	-34.6102362	-58.3917169
0	Talcahuano 600, Centro / Microcentro, Argentina	null	null
0	General Ramon Freire 3500, Nunez, Argentina	null	null
0	Marcelo T De Alvear 1400, Barrio Norte, Argentina	-34.597161	-58.3869073
0	Avellaneda 2500, Flores, Argentina	-36.0049329	-59.1223644
0	Caracas 400, Flores, Argentina	-34.6250367	-58.4627583
0	Gregorio De Laferrere 2700, Flores, Argentina	-34.6380879	-58.4612019
0	Bartolome Mitre 2300, San Cristobal, Argentina	-33.0118099	-61.04956
0	Pte. Jose E. Uriburu 200, Balvanera, Argentina	-34.6074157	-58.3980004
0	Maipu 500, Centro / Microcentro, Argentina	-31.4114506	-64.1774902
0	Av. Cabildo 4300, Nunez, Argentina	-34.5490096	-58.4680298
0	Av. Santa Fe 2800, Barrio Norte, Argentina	-34.5927498	-58.4060688
0	Doctor Romulo Naon 3800, Saavedra, Argentina	-34.55453	-58.48292
0	Humboldt 1600, Palermo Hollywood - Palermo, Argentina	-34.5856237	-58.4364909
0	Baigorria 5100, Villa Devoto, Argentina	-34.61424	-58.50889
0	Valentin Gomez 2800, Once, Argentina	-32.87219	-60.7026
0	Moreno 2500, Congreso, Argentina	-32.76213	-60.73825
0	Avenida Belgrano 3700, Almagro, Argentina	-34.6159149	-58.4182789
0	Jose Pedro Varela 200, Flores, Argentina	-34.6319247	-58.4643465
0	Avenida Directorio 600, Caballito, Argentina	-34.63	-58.44725
0	Remedios Escalada De San Martin 4500, Velez Sarsfield, Argentina	-34.62708	-58.49497
0	Juncal 2300, Barrio Norte, Argentina	-34.5922279	-58.3998649
0	11 De Septiembre 3200, Nunez, Argentina	-34.5359093	-58.4681329
0	Avda, Independencia 2000, Monserrat, Argentina	-34.6176699	-58.38086
0	Jose Bonifacio 2300, Flores, Argentina	-34.6319354	-58.4593489
0	Del Libertador Y La Pampa 5700, Belgrano, Argentina	-34.5596988	-58.4453949
0	Humboldt 1900, Palermo, Argentina	-34.5834247	-58.4338892
0	Rosario Vera Penalosa 400 400, Puerto Madero, Argentina	-34.6181	-58.36616
0	Guemes 4800, Palermo Viejo - Palermo, Argentina	-34.58048	-58.42526
0	Forest 1600, Belgrano, Argentina	-32.9437955	-60.7205488
0	Guarani 500 6B, Parque Patricios, Argentina	null	null
0	Guarani 500 5A, Parque Patricios, Argentina	null	null
0	Guarani 500 4D, Parque Patricios, Argentina	null	null
0	Gomez, Valentin 3100, Balvanera, Argentina	-34.605396	-58.4091951
0	Tinogasta 2500, Agronomia, Argentina	-34.5954011	-58.4868247
0	Yerbal 2800, Flores, Argentina	-34.6291548	-58.4687513
0	Montiel 1100, Liniers, Argentina	-34.6511505	-58.5255528
0	Mitre, Bartolome 3700, Congreso, Argentina	null	null
0	Leguizamon, Martiniano 1400, Mataderos, Argentina	-34.65195	-58.50916
0	Sarmiento 3000, Abasto, Argentina	-34.6061822	-58.4133859
0	Humahuaca 4600, Almagro, Argentina	-34.6010788	-58.429848
0	Rivadavia, Comodoro 1800, Nunez, Argentina	null	null
0	Sarmiento  Fragata 1600, Paternal, Argentina	-34.6005899	-58.45895
0	Av Independencia 2700, Balvanera, Argentina	-34.6189367	-58.4033149
0	Naon 3500, Nunez, Argentina	-27.38036	-55.92025
0	Cuenca 400, Flores, Argentina	-34.6276634	-58.4755444
0	Jose Bonifacio 1500, Caballito, Argentina	-34.6289656	-58.4478199
0	Zapiola 2600, Nunez, Argentina	-34.5557299	-58.4719
0	Migueletes 1200, Belgrano, Argentina	-34.563885	-58.4387185
0	Avenida Independencia 2000, San Nicolas, Argentina	-33.3682299	-60.21874
0	Malabia 900, Villa Crespo, Argentina	-34.6014998	-58.4427996
0	Boedo 0, Almagro, Argentina	-34.6198174	-58.4166204
0	Av La Plata 200, Caballito, Argentina	-34.61669	-58.42889
0	San Martin De Tours 3600, Palermo Chico - Palermo, Argentina	-34.57777	-58.40359
0	Araoz De Lamadrid 1800, Palermo, Argentina	-34.5903185	-58.422629
0	Ricardo Gutierrez 4600, Villa Devoto, Argentina	-34.6026351	-58.5177092
0	Entre Sanchez De Bustamante Soler 3335, Recoleta, Argentina	-34.59587	-58.41205
0	Teniente Benjamin Matienzo 1600, Palermo, Argentina	-34.5670356	-58.4328579
0	Avenida Elcano 3100, Belgrano, Argentina	-34.5694197	-58.4577192
0	Av. Suarez 1700, Barracas, Argentina	-34.6388169	-58.3743889
0	Humboldt 500, Villa Crespo, Argentina	-34.59417985	-58.4470734
0	Av. Montes De Oca 169-251, Barracas, Argentina	-34.6311256	-58.376739
0	Av. Montes De Oca 1600, Barracas, Argentina	-34.64551	-58.37317
0	Tacuari 400, San Telmo, Argentina	null	null
0	Warnes 0, Villa Crespo, Argentina	-34.5999326	-58.4518082
0	Av. Olazabal 3200, Belgrano, Argentina	-34.5678066	-58.4710404
0	Scalabrini Ortiz 2800, Palermo Chico - Palermo, Argentina	-34.583468	-58.4136077
0	Gaspar De Jovellanos 200, Barracas, Argentina	-34.6321417	-58.373531
0	Isabel La Catolica 1400, Barracas, Argentina	-34.6453059	-58.3719549
0	Ruy Diaz De Guzman 100, Barracas, Argentina	-34.6318065	-58.3713431
0	Perdriel 1400, Barracas, Argentina	-34.6504199	-58.3855909
0	Arzobispo Espinosa 1000, Boca, Argentina	-34.6265899	-58.3609206
0	Bolivar 500, Monserrat, Argentina	-34.6136748	-58.3731543
0	W Villafene 1600, Barracas, Argentina	null	null
0	Avenida Brasil 2600, Parque Patricios, Argentina	-34.6317022	-58.4003171
0	Alsina 2100, Congreso, Argentina	null	null
0	Hipolito Yrigoyen 2400, Balvanera, Argentina	-34.6110222	-58.4002779
0	Del Pino, Virrey 2300, Belgrano, Argentina	-34.56564	-58.45107
0	Avda Montes De Oca 200, Barracas, Argentina	-34.63065	-58.37666
0	Corrientes Y Av. Estado De Israel., Villa Crespo, Argentina	-34.59863	-58.42843
0	Emir Mercader 4300, Villa Urquiza, Argentina	-34.5615915	-58.4833158
0	Paseo Colon Al 1100, Entre San Juan Y H. Primo, San Telmo, Argentina	-34.6204524	-58.3683026
0	Gelly Obes 2200, Palermo, Argentina	-34.57589	-58.40654
0	Libertad 700, San Nicolas, Argentina	-34.600567	-58.3840931
0	Roseti 1100, Colegiales, Argentina	null	null
0	Plaza 900, Colegiales, Argentina	null	null
0	Giribone 600, Colegiales, Argentina	null	null
0	Uriarte Y Costa Rica, Palermo, Argentina	-34.5915899	-58.4201
0	Argibel 2800, Las Canitas, Argentina	null	null
0	Congreso 1900, Nunez, Argentina	-34.5549488	-58.4631899
0	Av Forest 400, Chacarita, Argentina	-34.584468	-58.4545885
0	Carranza 1300, Palermo, Argentina	-34.5861349	-58.4426489
0	Avenida Almirante Brown 100, Barracas, Argentina	-34.9095299	-57.94164
0	Cuba 2100, Belgrano, Argentina	-34.5611486	-58.4546888
0	Avenida Cabildo 300, Belgrano, Argentina	-34.5621751	-58.4564835
0	Amenabar 1400, Belgrano, Argentina	-34.5691259	-58.4522899
0	Conde 900, Colegiales, Argentina	-34.5771109	-58.4513829
0	Gallo 1300, Recoleta, Argentina	-34.5961111	-58.4115653
0	San Jose De Calasanz 200, Caballito, Argentina	-34.6214219	-58.4381709
0	Av. Montes De Oca 500, Barracas, Argentina	-34.63405	-58.37535
0	Echeverria 1400, Belgrano, Argentina	-34.5570239	-58.4456404
0	Sarandi 600, Balvanera, Argentina	-34.6158368	-58.3945089
0	Darregueyra 2400, Palermo, Argentina	-34.5809749	-58.4247029
0	Avenida Chenaut 1900, Las Canitas, Argentina	null	null
0	Sanchez De Bustamante 1183 5o A, Palermo, Argentina	-34.6105225	-58.4143106
0	Palpa Entre Cabildo, Avda. Y Arcos, Belgrano, Argentina	-38.4839	-61.88682
0	Sinclair 3000 Y Cervino, Palermo, Argentina	-34.5751705	-58.4237803
0	Cabrera 3986 5o A, Palermo, Argentina	-34.59641	-58.42292
0	33 Orentales 2200, Parque Patricios, Argentina	-32.9019	-60.86896
0	Av.forest Corrientes, Chacarita, Argentina	-34.5888	-58.45124
0	Juncal Y S. De Bustamante, Barrio Norte, Argentina	null	null
0	Av. Directorio 1600, Caballito, Argentina	-34.63	-58.44725
0	Avda. Belgrano 1600, Monserrat, Argentina	-34.6137809	-58.3887619
0	Encarnacion Ezcurra 400, Puerto Madero, Argentina	-34.6160971	-58.3622374
0	Avda. Cordoba 1100, Barrio Norte, Argentina	-34.599719	-58.3963575
0	Avenida Santa Fe 3500, Barrio Norte, Argentina	-34.5919923	-58.4067584
0	Paraguay 1400, Barrio Norte, Argentina	-34.5983425	-58.3867924
0	Belgrano Av. 2500, Balvanera, Argentina	-34.6145	-58.40123
0	Ramallo 1900, Belgrano, Argentina	-34.5405572	-58.4675076
0	Soldado De La Frontera 5500, Villa Soldati, Argentina	null	null
0	Piedras 1300, Barracas, Argentina	-34.6285964	-58.3745713
0	Mexico 2000, Balvanera, Argentina	-34.6160143	-58.3944549
0	Montes De Oca 500, Barracas, Argentina	-34.63405	-58.37535
0	Avenida General Las Heras 1800, Recoleta, Argentina	-34.5919288	-58.3917785
0	Av. De Mayo 800, Centro / Microcentro, Argentina	null	null
0	Lope De Vega 900, Villa Luro, Argentina	-34.6339397	-58.5001913
0	Benito Juarez 1700, Villa Luro, Argentina	null	null
0	Emilio Lamarca 2200, Villa del Parque, Argentina	-34.6121569	-58.4943339
0	Mendez De Andes 1700, Caballito, Argentina	-34.6174913	-58.4538733
0	Hipolito Irigoyen 3600, Almagro, Argentina	-34.6139804	-58.4170583
0	Mendoza 5600, Villa Urquiza, Argentina	-34.5799404	-58.4882477
0	Gallo 600 24, Almagro, Argentina	-34.6026519	-58.4129639
0	Falcon Ramon L. Cnel. 2300, Flores, Argentina	-34.6296	-58.46044
0	Drago luis maria 0, Villa Crespo, Argentina	-34.60173	-58.43697
0	Jose De Maturana 4700, Monte Castro, Argentina	-34.61795	-58.50867
0	Paseo Colon, Av 1100, San Telmo, Argentina	-34.6204524	-58.3683026
0	Jose E Uriburu 300, Congreso, Argentina	null	null
0	Guemes 4100, Palermo Chico - Palermo, Argentina	-34.58541	-58.41843
0	Uriarte 2000, Palermo, Argentina	-34.5846379	-58.4280509
0	Tucuman 3200, Balvanera, Argentina	-34.6022468	-58.4005828
0	Guatemala 4400, Palermo, Argentina	-34.5887649	-58.4213549
0	Nazca 400, Flores, Argentina	-34.6275999	-58.4711569
0	Juncal 3800, Palermo, Argentina	-34.5825554	-58.4147837
0	Bolivar 600, San Telmo, Argentina	-34.6254806	-58.3726362
0	Lamarca, Emilio 400, Floresta, Argentina	-34.6284722	-58.4788057
0	Acha, Mariano 1800, Belgrano, Argentina	null	null
0	Justo Juan B. Av. 3500, Paternal, Argentina	null	null
0	Scalabrini Ortiz Raul 1400, Palermo, Argentina	-34.5921731	-58.4271159
0	Bilinghurts 600, Almagro, Argentina	null	null
0	Directorio 2500, Flores, Argentina	-32.9977545	-60.6466663
0	Corone. Ramon L. Falcon 4900, Villa Luro, Argentina	-34.638404	-58.4961618
0	Bonifacio 1700, Caballito, Argentina	-34.6263519	-58.4312157
0	Conesa 1300, Colegiales, Argentina	-34.5717449	-58.4543469
0	Avenida Santa Fe 4900, Palermo Hollywood - Palermo, Argentina	-34.57759	-58.42859
0	Cuenca 200, Flores, Argentina	-34.6296564	-58.4746374
0	Oro Y Cervino 2700, Palermo Chico - Palermo, Argentina	-34.5800399	-58.40944
0	Gorostiaga 1700, Las Canitas, Argentina	-34.5660283	-58.4368411
0	Gallo 1200, Recoleta, Argentina	-34.5963909	-58.4117779
0	Oro 2700, Palermo Chico - Palermo, Argentina	null	null
0	Perdriel 100, Barracas, Argentina	-34.6370803	-58.38655
0	Cabrera Jose A. 6000, Palermo Chico - Palermo, Argentina	-34.58275	-58.44223
0	Cnel. Ramon L. Falcon 4900, Villa Luro, Argentina	-34.638404	-58.4961618
0	Av. Lope De Vega 1300, Villa Luro, Argentina	-34.627757	-58.5072713
0	Av.estado De Israel 4300, Villa Crespo, Argentina	-34.59863	-58.42843
0	Donado 4400, Villa Urquiza, Argentina	-34.561346	-58.4843475
0	Anchorena 200, Balvanera, Argentina	-34.6051077	-58.4107873
0	Bolivar 1700, San Telmo, Argentina	-34.6254806	-58.3726362
0	Estado De Israel 4300, Villa Crespo, Argentina	-34.59863	-58.42843
0	Av. Congreso 4800, Villa Urquiza, Argentina	-34.5679045	-58.4864577
0	Aguirre 1500, Chacarita, Argentina	-34.5891079	-58.4441859
0	Mariano Acha 3600, Villa Urquiza, Argentina	-34.5688452	-58.4801725
0	Av. Santa Fe 1600, Recoleta, Argentina	-34.5959599	-58.3897744
0	Av Federico Lacroze 2300, Belgrano, Argentina	-34.5687836	-58.4435211
0	Uriburu 500, Balvanera, Argentina	-34.6034779	-58.3984799
0	Av. Avellameda 0, Caballito, Argentina	-34.61778	-58.44763
0	Azul 0, Floresta, Argentina	-34.6322792	-58.475889
0	Avenida Coronel Diaz 2300, Palermo, Argentina	-34.5853271966443	-58.4074805791946
0	Concordia 4800, Villa Devoto, Argentina	-34.5904832	-58.5109295
0	Helguera 500, Flores, Argentina	-34.6260913	-58.4749647
0	Segui, Juan Francisco 4500, Palermo, Argentina	-34.57428	-58.41992
0	Av.del Libertador 4700, Las Canitas, Argentina	-34.5658164	-58.4333511
0	Pasaje Ariel 2500, Villa General Mitre, Argentina	-34.6156	-58.47177
0	Av. Jujy 1700, Parque Patricios, Argentina	-34.6298723	-58.4007295
0	Avellaneda 2200, Flores, Argentina	-36.0049329	-59.1223644
0	Av. Cordoba 5500, Palermo Hollywood - Palermo, Argentina	-31.37627	-64.14887
0	Guarani 500 3C, Parque Patricios, Argentina	null	null
0	Guarani 500 2B, Parque Patricios, Argentina	null	null
0	Guarani 500 1D, Parque Patricios, Argentina	null	null
0	Guarani 500 1C, Parque Patricios, Argentina	null	null
0	Migueletes 1800, Belgrano, Argentina	-34.5590992	-58.4441921
0	Av. Garay 3200 11 B, Parque Patricios, Argentina	-34.62994	-58.40973
0	Av. Garay 3200 4C, Parque Patricios, Argentina	-34.62994	-58.40973
0	Segui Entre Buschiazzo           Y Oro, Palermo, Argentina	null	null
0	Av Monroe 4600, Villa Urquiza, Argentina	-34.5699271	-58.4788292
0	Av Rivadavia 2500, Balvanera, Argentina	-34.610012	-58.40166
0	Ancon 5300, Las Canitas, Argentina	-34.5752044	-58.4329159
0	Av. Las Heras 3100, Palermo, Argentina	-27.4822449	-59.0070752
0	Del Carmen 700, San Nicolas, Argentina	-34.60013	-58.39007
0	Av Callao 1400, Recoleta, Argentina	-34.5927115	-58.3929347
0	Azcuenaga Y Pena, Barrio Norte, Argentina	null	null
0	Av Balbin 2400, Belgrano, Argentina	-34.5629251	-58.4649206
0	Rodriguez Pena 500, Balvanera, Argentina	null	null
0	Av Cordoba 700, San Nicolas, Argentina	-34.5989346	-58.3766794
0	Pino Virrey Del 1700, Belgrano, Argentina	-34.562103	-58.444458
0	Sarmiento. 3300, Almagro, Argentina	-34.6046918	-58.422782
0	Cuba 2200, Nunez, Argentina	-34.5487526	-58.4655133
0	Juarez, Benito 3300, Villa Devoto, Argentina	-34.6101721	-58.513911
0	Aguirre Y Lavalleja, Villa Crespo, Argentina	-34.59996	-58.43292
0	Libertador 300, Retiro, Argentina	-34.5914194	-58.3778722
0	Bravo Mario 200, Almagro, Argentina	-34.597846	-58.4159759
