	direccion	latitude	longitude
6	Castro 1700, Boedo	-34.6329839	-58.4190699
7	Pola 100, Villa Luro	-34.6403887	-58.5126545
8	Adolfo Alsina 1500, Monserrat	-34.6112863	-58.3873456
9	Arevalo 2900, Las Cañitas	-34.5720968	-58.4313433
0	Avenida Rivadavia 1800, Balvanera	-34.6100825	-58.4045769
1	Deheza 1600, Nuñez	-34.5382342	-58.4672099
2	Combate De Los Pozos 100, Congreso	0	0
3	Av. Las Heras 1100, Recoleta	-34.5931854	-58.3901028
4	Roosevelt 2300, Belgrano	-34.5659156	-58.4528082
5	Boulevard Olleros 1700, Belgrano	-34.5619601	-58.434902
6	Beruti 4400, Palermo	-34.5858649	-58.411651
7	Pasaje Dr. Rodolfo Rivarola 100, Congreso	0	0
8	Billinghurst 1900, Barrio Norte	-34.5856353	-58.4059908
9	Teniente General Juan Domingo Perón 4000, Almagro	-34.6061151	-58.4229779
0	Nuñez 3600, Nuñez	-34.5500583	-58.4672918
1	Billinghurst 800, Abasto	-34.6008889	-58.4153009
2	Gral.tte.juan D. Peron 2700, Once	0	0
3	Plaza 3700, Saavedra	-34.5568988	-58.485398
4	Cramer 0, Palermo Hollywood - Palermo	38.1156879	13.3612671
5	Lima 100, Centro / Microcentro	-12.046374	-77.0427934
6	Av R Scalabrini Ortiz 1400, Palermo	-34.5921704	-58.42697769999999
7	Rodriguez Peña 400, Centro / Microcentro	-27.4681287	-58.9764625
8	Avenida Boyaca 0, Flores	-34.6261147	-58.4570342
9	Riobamba 300, Balvanera	-34.6059048	-58.3937446
0	Soler 6000, Palermo	-34.5778138	-58.4365881
1	Avenida San Juan 4300, Caballito	-34.6268481	-58.4255615
2	Balbin 2400, Belgrano	-34.5629613	-58.465062
3	Avenida Triunvirato 3300, Villa Urquiza	-34.5739681	-58.4867315
4	Presidente José Evaristo Uriburu 1000, Recoleta	-34.5972509	-58.3990069
5	José Bonifacio 3700, Floresta	-34.6375219	-58.4766979
6	Avenida Raúl Scalabrini Ortiz 2900, Palermo	-34.5826827	-58.412191
7	Conde 700, Colegiales	-34.5781269	-58.4493199
8	Piedras 0, San Nicolás	9.8908919	-83.983123
9	Don Bosco 3300, Almagro	-34.6136327	-58.4233286
0	Hipólito Yrigoyen 1300, Monserrat	-34.6102013	-58.3908882
1	Avenida Independencia 3500, Boedo	-34.6209621	-58.4149549
2	Av Santa Fe 4400, Palermo	-34.5800805	-58.4235893
3	Fitz Roy 100, Villa Crespo	-34.5974454	-58.4532776
4	Mario Bravo 1200, Palermo	-38.019478	-57.6257457
5	Virrey Liniers 150, Balvanera	-34.6123161	-58.415095
6	Av Del Libertador 2400, Palermo	-34.5801606	-58.405532
7	Honduras 4100, Palermo Soho - Palermo	-34.5900107	-58.4281592
8	Ciudad De La Paz 3700, Nuñez	-34.5534205	-58.4663523
9	Arias 2300, Nuñez	-34.5417143	-58.4717774
0	Mendez De Andes 1100, Caballito	-34.6162797	-58.4498689
1	Av Del Libertador 5400, Belgrano	-34.5623276	-58.442598
2	Viamonte 2800, Balvanera	-34.6008682	-58.4054861
3	Terrero 0, Caballito	-34.6261525	-58.4554005
4	Lerma 400, Villa Crespo	-34.5952059	-58.4312129
5	Boyaca 2000, Villa General Mitre	-34.6113213	-58.4678521
6	Vilela 2200, Nuñez	-34.544991	-58.4680646
7	Paroissien 1900, Nuñez	-34.5441563	-58.4647968
8	Avenida Monroe 2500, Belgrano	-34.5656216	-58.4714737
9	Avenida Presidente Julio A. Rocca 700, Monserrat	-34.6114917	-58.3761546
0	Pumacahua 825 PB 1, Parque Chacabuco	0	0
1	Camargo 800, Villa Crespo	-34.5982655	-58.4426749
2	Av. Corrientes 5600, Villa Crespo	-34.5964984	-58.4426036
3	Avenida Congreso 3500, Coghlan	-34.5613369	-58.4735709
4	Av. Alvear 1700, Recoleta	-34.5872773	-58.3898089
5	Fray Cayetano Rodriguez 800, Flores	-34.621318	-58.4666718
6	Pinzon 400, Boca	-34.633624	-58.3596614
7	Av. Gaona 2900, Flores	-34.6167072	-58.4666265
8	Avda. Córdoba 2600, Barrio Norte	-34.599719	-58.3963575
9	Condarco 500, Flores	-34.6258005	-58.4688293
0	Hipólito Yrigoyen 1300, Congreso	0	0
1	Gallo 400, Almagro	-34.6042649	-58.4133459
2	Galileo 2400, Recoleta	-34.5858474	-58.3988288
3	Avenida Rivadavia 2700, Once	-34.6101631	-58.4044293
4	Zuviría 900, Parque Chacabuco	-34.6301844	-58.4384504
5	Arturo Jauretche 100, Parque Centenario	0	0
6	Hipólito Yrigoyen 1900, Congreso	0	0
7	Av. Córdoba 2600, Balvanera	-34.5986409	-58.4035887
8	Corvalan 500, Villa Luro	-34.6432589	-58.5037329
9	San Jose 800, Monserrat	10.0273753	-83.9422525
0	11 De Septiembre De 1888 4400, Nuñez	-34.5397348	-58.4658627
1	Cipriano Lima 4000, Saavedra	-34.5544244	-58.5028594
2	Av. Eva Perón 3700, Parque Avellaneda	-34.649268	-58.4694096
3	Pereyra Lucena Pagano, Barrio Norte	0	0
4	Alsina 900, Centro / Microcentro	-36.8937429	-60.3256086
5	Paraguay 2500, Barrio Norte	-34.597679	-58.4033185
6	Av.forest 1500, Belgrano	-34.5750669	-58.4633834
7	Lezica 4200, Almagro	-34.612161	-58.425395
8	Av. Del Libertador 4800, Las Cañitas	-34.5651229	-58.4344005
9	Corvalán 500, Villa Luro	-34.6432589	-58.5037329
0	José Bonifacio 400, Caballito	-34.6265782	-58.4325167
1	Marcos Sastre 3000, Villa del Parque	-34.6040985	-58.489037
2	Paysandú 1600, Caballito	-34.6061809	-58.4574259
3	Avenida Federico Lacroze 1800, Belgrano	-34.5645	-58.4393379
4	Av Escalada 800, Mataderos	-34.6448458	-58.4952452
5	O'higgins 1800, Belgrano	-33.2481887	-62.2721643
6	General Álvarez Condarco 3000, Villa del Parque	-32.8955957	-60.75640560000001
7	Avenida Triunvirato 3700, Villa Urquiza	-34.5739681	-58.4867315
8	Tronador 3700, Saavedra	-34.5562832	-58.4841748
9	Trelles 1300, Caballito	-34.6205608	-58.3945161
0	Carlos A. Lopez 2700, Villa Pueyrredón	-34.5840046	-58.5006937
1	Republica De La India 3000, Palermo	-34.5800848	-58.4159606
2	M Pedraza 3700, Saavedra	-37.6094836	-62.3975762
3	Avenida Paseo Colón 700, San Telmo	-34.6211835	-58.3683696
4	Gurruchaga 2300, Palermo Soho - Palermo	-34.5845766	-58.4221529
5	M T De Alvear 1600, Barrio Norte	-34.597246	-58.38964499999999
6	Araoz 400, Villa Crespo	-34.5998591	-58.4370995
7	Avenida Independencia 1200, Monserrat	-34.6179034	-58.3874768
8	Tuyu 0, Villa Luro	-34.6392169	-58.5142509
9	Neuquen 1800, Flores	-38.946745	-68.2240941218581
0	Belgrano 3600, Almagro	-34.6159058	-58.4244762
1	Camarones 2000, Paternal	-34.606739	-58.46950500000001
2	Avda. Del Libertador 7700, Nuñez	-34.5435374	-58.4613339
3	Av Rivadavia 7800, Floresta	-34.6321948	-58.4743988
4	Cramer 1900, Belgrano	-34.5715059	-58.4521844
5	Alvarez Thomas 1100, Colegiales	-34.5815432	-58.4481846
6	Av. Pte. Quintana 200, Recoleta	-34.59094040000001	-58.3869397
7	Miro 700, Parque Chacabuco	-34.6323409	-58.4460032
8	11 De Septiembre 3500, Nuñez	-34.5359093	-58.4681329
9	Tomas Le Breton 4900, Villa Urquiza	-34.5693075	-58.48725049999999
0	Rondeau 3300, Parque Patricios	-34.6371129	-58.4106989
1	Billinghurst 2400, Palermo	-34.5819098	-58.4026174
2	Güemes 4000, Palermo	-34.5862293	-58.4173295
3	Benjamin Teniente Matienzo 1800, Las Cañitas	0	0
4	Av.cordoba 2600, Barrio Norte	-34.599719	-58.3963575
5	Zarraga 3300, Colegiales	-34.5757995	-58.4620001
6	Av. San Martin 1200, Caballito	-34.6076566	-58.4466681
7	Avda. Santa Fe 1800, Recoleta	-34.595948	-58.393027
8	Santiago De Las Carreras 0, Floresta	-34.6357114	-58.4894067
9	Scalabrini Ortiz 2400, Palermo Chico - Palermo	38.1156879	13.3612671
0	Av. Belgrano 2200, Balvanera	-34.6143509	-58.3972849
1	Cuzco 0, Liniers	-34.6362911	-58.5280305
2	José M. Moreno 0, Caballito	-34.6183175	-58.43637099999999
3	Avenida Presidente Manuel Quintana 100, Recoleta	-34.591495	-58.3860744
4	Carlos Antonio Lopez 2700, Villa Pueyrredón	-34.5812002	-58.4961286
5	Avenida Pavon 3300, Boedo	-34.6307119	-58.4204442
6	Cabello 3700, Palermo	-34.5805257	-58.4117259
7	Junin 500, Once	-34.6034479	-58.3970289
8	Avenida Melián 3200, Nuñez	-34.5589982	-58.4768932
9	Teodoro García 3500, Palermo	-34.564489	-58.4411091
0	Julián Álvarez 2300, Barrio Norte	-34.5881805	-58.41708389999999
1	Holmberg 2800, Villa Urquiza	-34.5662806	-58.4797432
2	Boyaca 800, Flores	-34.6185197	-58.4626017
3	Sanchez De Loria 400, Almagro	-34.61410559999999	-58.4128566
4	Pieres 600, Liniers	-34.6457369	-58.5108769
5	Bravo, Mario 1100, Almagro	-34.5967384	-58.41550609999999
6	Sarmiento 2400, Once	-34.6062186	-58.4005245
7	Habana 4400, Villa Devoto	-34.6008409	-58.5179779
8	Tinogasta 4500, Villa Devoto	-34.6092309	-58.5100899
9	Moreno 1400, Congreso	-27.7979338	-64.2675482
0	San Luis 3000, Balvanera	-34.5995132	-58.408707
1	San Luis 2800, Once	-34.6000307	-58.4032717
2	Gallo 1100, Recoleta	-34.5969372	-58.4117963
3	Besares 3500, Saavedra	-34.5493971	-58.481484
4	Ecuador 900, Once	-34.5997763	-58.406403
5	Tucuman 2500, Once	-34.6022199	-58.4021749
6	Acuña De Figueroa, Fco. 100, Almagro	-34.6099064	-58.4228347
7	Rivadavia, Av. 10800, Liniers	-33.1682439	-68.4486201
8	Ricardo Balbin 2500, Coghlan	-34.5591274	-58.4739555
9	Humahuaca 4500, Abasto	-34.6013139	-58.4282039
0	Emilio Mitre 200, Caballito	-34.6239029	-58.4433299
1	Santa Fe Av. 1900, Barrio Norte	-34.5958736	-58.39476149999999
2	Del Libertador, Avda. 900, Recoleta	-34.5870513	-58.38499419999999
3	Peron 1100, Centro / Microcentro	0	0
4	Eslovenia 1900, Las Cañitas	-34.5702409	-58.4339855
5	Jose E. Uriburu 1200, Recoleta	-34.5942008	-58.39832469999999
6	Bonifacio, Jose 3100, Flores	-22.7891119	-43.3668415
7	Holmberg 3100, Villa Urquiza	-34.5640904	-58.4815403
8	Asuncion 4500, Villa Devoto	-34.6044539	-58.5166909
9	Av. Rivadavia 10500, Liniers	-34.6394638	-58.511246
0	Virrey Liniers 0, Almagro	-34.6109637	-58.4157351
1	Avenida Juan Bautista Alberdi 2400, Flores	-34.6313518	-58.4615451
2	11 De Septiembre De 1888 3200, Nuñez	-34.5488884	-58.4591024
3	Bahía Blanca 2100, Villa del Parque	-38.6894184	-62.2806536
4	San Pedrito 1400, Flores	-34.6455539	-58.4576159
5	Juan Ramírez De Velasco 900, Villa Crespo	-34.6018592	-58.4337868
6	Uruguay 1000, Recoleta	-33.3957875	-70.6284327
7	Laprida 1400, Recoleta	-34.5926664	-58.4062573
8	Montañeses 2600, Nuñez	-34.548395	-58.457494386535
9	Malabia 2300, Barrio Norte	-34.5860913	-58.42015439999999
0	Armenia 2100, Palermo Soho - Palermo	-34.5869919	-58.4237829
1	Av. Córdoba 3000, Barrio Norte	-34.599719	-58.3963575
2	Madero 100, Liniers	-34.6690749	-58.5318679
3	Avenida Coronel Díaz 2500, Palermo	-34.5838227	-58.4064487
4	Jerónimo Salguero 2900, Palermo	-34.5788829	-58.4072002
5	Hipolito Yrygoyen 1700, Congreso		
0	Ecuador 900, Palermo	-1.8666669	-79.7990279
1	Tronador 3400, Nuñez	-34.559839	-58.48144319999999
2	Tedin, Juez 2700, Palermo Chico - Palermo		
0	Av Nazca 1700, Villa Santa Rita	-34.6145979	-58.4790469
1	Paternal 1400, Paternal	-34.5977396	-58.4701994
2	Camarones 1400, Paternal		
0	Avenida Álvarez Thomas 3600, Villa Urquiza	-34.5691259	-58.4866339
1	3 De Febrero 700, Belgrano	-34.5584677	-58.4528084
2	Diaz Velez Av 4900, Parque Centenario	-34.6087573	-58.4298324
3	Roosevelt 1800, Nuñez		
0	Tte. Gral. Juan Domingo Perón 4100, Almagro		
0	Palpa 3200, Colegiales	-34.5768719	-58.4512669
1	Jorge Newery 2800, Colegiales	-34.5754373	-58.4438522
2	Cramer 100, Palermo Hollywood - Palermo		
0	Av.libertador 5600, Belgrano	-24.1999503	-65.2817933
1	Talcahuano 900, Barrio Norte	-34.598334	-58.3856052
2	Callao 1800, Recoleta	-11.8251163	-77.1301088
3	Freire 3200, Belgrano	-24.1960962	-65.2931279
4	Gascón 1500, Palermo Viejo - Palermo		
0	Talcahuano 600, Tribunales	-34.6021932	-58.385928810874
1	Santa Fe 3700, Barrio Norte	-33.7340923	-61.970905
2	Callao 700, Barrio Norte	-34.6094225	-68.2972549
3	Av Monroe 3600, Belgrano	-34.5656216	-58.4714737
4	Lambare 900, Almagro	-34.6041789	-58.4305329
5	Ortega Y Gasett 1900, Las Cañitas, Belgrano		
0	Torre Chateau Libertador, Nuñez		
0	Basalvilbaso 1300, Retiro	-34.5928277	-58.3770773
1	Alvear Marcelo T. 1100, Barrio Norte	-34.5968434	-58.38268309999999
2	Guatemala 5700, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Av. Del Libertador 300, Recoleta	-34.5869709	-58.3851449
4	Olavarria 500, Boca	-34.6367859	-58.3596609
5	Avenida Forest 400, Chacarita	-34.584468	-58.4545885
6	Conesa 4500, Saavedra	-40.1052878	-64.4494461
7	Golfarini 2300, Belgrano	-34.5561518	-58.4538896
8	Antezana 0, Villa Crespo	-34.6048849	-58.4446223
9	Gallardo Angel Av. 200, Parque Centenario		
0	Dorrego Av. 200, Villa Crespo		
0	José Hernández 2200, Belgrano	-34.5647709	-58.4513798
1	Roosevelt 1800, Belgrano	-34.5659156	-58.4528082
2	Libertador 4800, Las Cañitas	-34.5651229	-58.4344005
3	Conde 3600, Saavedra	-34.5435256	-58.4847447
4	Manuela Pedraza 3500, Coghlan	-34.5568789	-58.4756599
5	Pellegrini Carlos 1000, Retiro	-34.5943097	-58.3815188
6	Ayacucho 1800, Barrio Norte	-34.5892429	-58.3911619
7	Juncal 2400, Barrio Norte	-34.5917779	-58.4009669
8	Avenida Dorrego 2600, Belgrano	-38.7275966	-61.2836362
9	Azcuenaga 1400, Barrio Norte	-34.5926439	-58.3989429
0	Av Belgrano 1100, Monserrat	-34.6121925	-58.3677251
1	Juncal 1600, Recoleta	-34.593942	-58.3921835
2	Penia 3100, Barrio Norte		
0	Jerónimo Salguero 1700, Palermo Hollywood - Palermo		
0	Mexico 2000, Congreso	21.032222	-98.4997219
1	Granaderos 300, Flores	-34.624289	-58.4606431
2	Sucre, Antonio J. De 900, Belgrano		
0	Crisólogo Larralde 2600, Nuñez	-34.5471233	-58.4645309
1	Membrillar 0, Flores	-34.6307793	-58.4600674
2	Av. San Juan 2700, Boedo	-34.6264242	-58.4228235
3	Sarmiento 4500, Almagro	-34.604238	-58.4289786
4	Jose Leon Pagano 2700, Palermo Chico - Palermo	38.1156879	13.3612671
5	Avda Santa Fe 4400, A Mts Subte 4400 - Palermo		
0	Holmberg 1900, Villa Urquiza	-34.5743255	-58.4725651
1	Av. Nazca 1784 7 A, Villa del Parque		
0	San Benito De Palermo 1500, Las Cañitas	-34.5667546	-58.4312545
1	Pergamino 100, Floresta		
0	Avenida Angel Gallardo 100, Villa Crespo		
0	Gallo 600, Abasto	-34.6026519	-58.4129639
1	Virrey Aviles 2700, Belgrano	-34.5686538	-58.4547361
2	Emilio Mitre 700, Parque Chacabuco	-34.6301764220657	-58.4425367527204
3	Marcos Sastre 5600, Versalles	-34.6251695	-58.5211209
4	Roosevelt Franklin 5000, Villa Urquiza	-34.5730616	-58.485894
5	Pasaje Noruega 3700, Villa del Parque		
0	Mexico 900, San Telmo	31.8556023	-116.6012672
1	Avenida Triunvirato 3600, Villa Ortuzar	-34.5824383	-58.4719659
2	Av La Plata 1000, Boedo		
0	Cordoba, Avda. 4800, Palermo	-31.3752885	-64.1487951
1	Darwin 1200, Palermo Hollywood - Palermo		
0	Pueyrredon, Av. 800, Once		
0	Bruno, Giordano 800, Caballito		
0	San Jose 200, Congreso	-34.7384065	-56.438398
1	Aguas Buenas 3100, Villa Urquiza	-34.5705299	-58.4938519
2	Beruti 2300, Recoleta	-34.5911724	-58.4041426
3	Palestina 500, Almagro	-34.6058355	-58.4261417
4	Humberto 1 2900, San Cristobal	-34.6231029	-58.4057909
5	Campos, Luis Maria ., Palermo	-34.5656313	-58.4400041
6	Azcuenaga 300, Once	-34.6063409	-58.4008289
7	José Bonifacio 600, Caballito	-34.6271269	-58.4357369
8	Arias 3000, Saavedra	-34.5442869	-58.4788889
9	Avenida Monroe 3900, Villa Urquiza	-34.5672608	-58.4740838
0	Moldes 2900, Belgrano	-33.6195437	-64.5986551
1	Matheu 1700, San Cristobal	-34.6220772	-58.3995792
2	Alvear Marcelo T. De 1500, Barrio Norte		
0	Galvan 2800, Villa Urquiza	-34.569571	-58.4852027
1	Balbin 2500, Coghlan	-34.5591274	-58.4739555
2	Pareja 3300, Villa Devoto	-34.5965372	-58.5094175
3	Artigas 5400, Villa Pueyrredón	-34.5781209	-58.5026769
4	Liverpool 2800, Parque Chas	-34.5826166	-58.481428
5	Donado 1200, Villa Urquiza	-34.561346	-58.4843475
6	Lorenzo Lugones 2000, Villa Urquiza		
0	Tronador 2600, Coghlan	-34.5609314	-58.4806682
1	Carlos A. Lopez 3300, Villa Devoto		
0	Gral. Urquiza 1000, San Cristobal		
0	Avenida San Juan 2300, San Cristobal	-34.6233399	-58.3976329
1	Julian Alvarez 1600, Palermo Viejo - Palermo		
0	Av. Caseros 3300, Parque Patricios	-34.6382129	-58.4110589
1	Avda. Honorio Pueyrredon 600, Caballito		
0	Victor Hugo 500, Velez Sarsfield	-34.63384	-58.5050082
1	Uriarte 1000, Palermo	-34.5914179	-58.4381779
2	Savio 400, Las Cañitas	-34.5735196	-58.4362683
3	Sinclair 2900, Palermo Chico - Palermo		
0	Billinghurst 2000, Palermo	-34.5882156	-58.4083944
1	Bartolome Mitre 2600, Balvanera	-34.6088439	-58.4032189
2	Lima 1400, Constitución	-34.6245405	-58.381366
3	Avellaneda 900, Caballito	-34.6173562	-58.4456257
4	Zelaya 3100, Abasto	-34.6016698	-58.4094938
5	Miro 200, Caballito	-34.6258839	-58.4490039
6	Esmeralda 1300, Barrio Norte	-34.5930419	-58.3786562
7	Carlos Calvo 2800, Balvanera		
0	Nicolás Repetto 200, Caballito	-34.6156558	-58.4452235
1	Vedia 2900, Saavedra	-34.5417536	-58.4800947
2	Blanco Encalada 2200, Belgrano	-34.5581512	-58.4569906
3	Estados Unidos 3500, Almagro	36.5706943	-79.3883556
4	Olof, Palme 4400, Saavedra	-34.5513387	-58.4893452
5	Quesada 1500, Nuñez	-34.5568922	-58.4680588
6	Artilleros Plaza, Belgrano	-34.5547505	-58.4443906
7	Peña 2500 Y Pueyrredón, Barrio Norte	0	0
8	Torre Artilleros Plaza, Belgrano	0	0
9	Bernaldes 1800, Monte Castro		
0	Arevalo 2800, Las Cañitas	-34.5729685	-58.4320728
1	Santos Dumont 2300, Belgrano		
0	Estado De Israel 4600, Villa Crespo		
0	Corrientes, Avda. 4100, Almagro	-34.6031935	-58.4224382
1	Lope De Vega 1200, Velez Sarsfield	-34.6318634	-58.500332
2	Paraguay 2900, Palermo	-34.5809002	-58.4290423
3	Las Heras 3600, Palermo		
0	Santa Fe  3950, Palermo	-32.1873376	-61.7090365
1	Av Pedro Goyena 1700, Caballito	-34.6286239	-58.4523549
2	Diaz Velez Av. 4100, Almagro	-34.6086464	-58.4246505
3	Av. Juan De Garay 3800, Boedo	-34.6317009	-58.4175869
4	Amenabar 100, Belgrano	-34.5631766	-58.4585565
5	General José Avalos 1200, Parque Chas		
0	Mitre Emilio 900, Flores	-34.6317175	-58.4414675
1	Paraguay 1900, Barrio Norte	-34.5988229	-58.3943429
2	Nuñez, Nuñez	-34.5501122	-58.467397
3	Ravignani 1400, Palermo Hollywood - Palermo		
0	Julián Álvarez 1400, Palermo Soho - Palermo	-34.5935129	-58.4254019
1	Paso 100, Once	-34.6088915	-58.4034857
2	Sarmiento 2600, Once	-34.6063505	-58.4040314
3	Avenida Santa Fe 800, Retiro	-34.5952797	-58.3784178
4	Alvear Av. 1400, Barrio Norte		
0	Humboldt 2000, Palermo Soho - Palermo	-34.5824209	-58.4327469
1	Av. Dl Libertador 4400, Belgrano		
0	Entre Rios, Avda. 1200, San Cristobal	-34.6227163	-58.3915063
1	San Juan, Av. 4200, Boedo	-34.626917	-58.425295
2	Bartolomé Mitre 4150, Almagro	-34.6103343897959	-58.4252461040816
3	Las Cañitas, Belgrano	-34.5648274	-58.4408865
4	Av. Las Heras 2400, Palermo	-27.4765628	-59.0006981
5	Libertador 700, Recoleta	-34.5864681	-58.3864021
6	Washington 4000, Saavedra	-34.5525454	-58.4832053
7	Avenida Juana Manso 500, Puerto Madero		
0	Correa 1600, Nuñez	-34.5410057	-58.4664462
1	Pueyrredon 2000, Recoleta	-34.5884757	-58.3989857
2	Aranguren, Juan F., Dr. 800, Caballito	-34.615012	-58.4437172
3	Diaz Velez 5300, Villa Crespo		
0	Av. Santa Fé 4400, Palermo	-34.5800805	-58.4235893
1	Alberti 1700, Parque Patricios	-34.6296069	-58.3994469
2	Av. Santa Fé 3400, Barrio Norte	-34.5919923	-58.4067584
3	Av. Callao 1700, Recoleta	-34.5900455	-58.3901058
4	Marcelo T. De Alvear 450, Retiro	-34.5963402612245	-58.3737151346939
5	Migueletes  650, Belgrano	-34.559888	-58.4433733
6	Av. Quintana 400, Recoleta		
0	Avenida Segurola 1500, Floresta		
0	Ciudad De La Paz 800, Belgrano	-34.5713179	-58.4466279
1	Del Libertador, Av. 3500, Palermo		
0	Hernandarias 300, Boca	-34.6314539	-58.3690199
1	Del Valle, Aristobulo 200, Boca		
0	Cordoba, Av. 3500, Palermo	-31.3752885	-64.1487951
1	Santo Tome 5300, Monte Castro	-34.6218049	-58.5146069
2	Nuñez 4700, Saavedra	-34.5612973	-58.4879405
3	Paseo Colon, Av. 700, Monserrat		
0	Scalabrini Ortiz, Raul, Av. 1200, Villa Crespo		
0	Segui, Juan F. 4500, Palermo		
0	Laprida 1400, Barrio Norte	-34.5917935	-58.4051008
1	Frias, Eustoquio 400, Villa Crespo		
0	Venezuela 3300, Almagro	-26.3853528	-70.0482448
1	Alvarez, Julian 200, Villa Crespo		
0	Sarmiento 3200, Abasto	-34.7059077	-58.4879652
1	Corrientes, Avda. 5200, Villa Crespo		
0	Padilla 300, Villa Crespo	-34.6030847	-58.4397894
1	11 De Septiembre 2500, Belgrano		
0	Bacacay 1700, Caballito	-34.6189848	-58.4440694
1	Virasoro, Valentin 1400, Villa Crespo		
0	Pasaje Dellepiane 600, Barrio Norte		
0	Olga Cosettini 1500, Puerto Madero		
0	Garcia, Teodoro 2500, Belgrano		
0	Fraga 0, Villa Crespo		
0	Vuelta De Obligado 3500, Nuñez	-34.5493256	-58.4664713
1	Jufre 200, Palermo Viejo - Palermo		
0	Marcelo T De Alvear 900, Barrio Norte	-34.5966391	-58.3797884
1	Fernandez De Enciso 4200, Villa Devoto	-34.6056214	-58.5133089
2	Comodoro Ramirez 5500, Villa Lugano		
0	Roosevelt 3328 3300, Coghlan		
0	Alvear Av. 1700, Recoleta	-34.5892872	-58.3869436
1	Boulogne Sur Mer 800, Once	-34.6009229	-58.4057799
2	Freire  2100 Y Juramento, Belgrano		
0	Guise 1700, Barrio Norte		
0	Benjamín Matienzo 1700, Las Cañitas		
0	Paraguay 4800, Palermo Soho - Palermo		
0	Ramon Falcon 1500, Caballito		
0	Quintana 4600, Nuñez		
0	Quesada 4800, Villa Urquiza		
0	Plaza 3500, Saavedra		
0	Clay 2800, Palermo		
0	Maipu 0, San Nicolás		
0	Holberg 3200, Villa Urquiza		
0	Avenida Monroe 5500, Villa Urquiza		
0	Viamonte 1700, San Nicolás		
0	Mitre, Bartolome 1500, Once		
0	Juncal 3300, Palermo Soho - Palermo		
0	Paraguay 900, Retiro		
0	Neuquén 700, Caballito		
0	Lavalle 4000, Almagro		
0	Av. Díaz Vélez 4600, Parque Centenario		
0	Avenida Comodoro Martín Rivadavia 2200, Nuñez		
0	Aguero 2000, Recoleta		
0	Nemesio Trejo 5100, Monte Castro		
0	Avenida San Martín 4700, Villa del Parque		
0	Montañeses 1800, Belgrano		
0	Santo Tome 3000, Villa del Parque		
0	Avenida Rivadavia 9800, Villa Luro		
0	Carranza 3000, Villa del Parque		
0	Avenida Segurola 800, Velez Sarsfield		
0	Donado 800, Villa Ortuzar		
0	Cabrera 3986 3º D, Palermo		
0	Chile 1800, Congreso		
0	Burela 3100, Villa Urquiza		
0	Cordoba, Avda. 3500, Palermo		
0	Avenida Forest 1100, Chacarita		
0	Cabrera 5800, Palermo Hollywood - Palermo		
0	Terrero 769 Plaza Irlanda ·····, Flores		
0	Gorostiaga 1700, Belgrano		
0	Pola 400, Villa Luro		
0	Gallo 500, Abasto		
0	Humboldt 1500, Palermo		
0	Valentín Gómez 3200, Abasto		
0	Sarmiento 2600, Balvanera		
0	Tte Juan Domingo Peron 3600, Almagro		
0	Avenida Juan B Justo 9100, Versalles		
0	Corrientes 3700, Almagro		
0	Kennedy, J. F. 2800, Palermo		
0	Gonzalez, Joaquin V. 2400, Villa del Parque		
0	Dorrego, Avda. 1700, Palermo Hollywood - Palermo		
0	Salta 300, Congreso		
0	Vuelta De Obligado 3100, Nuñez		
0	Ituzaingo 900, Barracas		
0	Cosquin 0, Liniers		
0	Pueyrredon, Av. 600, Once		
0	Cabrera 6000, Palermo Hollywood - Palermo		
0	Amenabar 400, Belgrano		
0	Julian Alvarez 1900, Palermo		
0	Teodoro García 3700, Colegiales		
0	José Antonio Cabrera 3500, Palermo		
0	Tucuman 3000, Balvanera		
0	Irigoyen Hipolito 3700, Almagro		
0	Del Libertador Avenida 5600, Belgrano		
0	Carabobo 0, Flores		
0	Aime Paime 1600, Puerto Madero		
0	Humberto I 900, San Telmo		
0	Avenida Mosconi 3300, Villa Devoto		
0	Ayacucho 100, Congreso		
0	Las Heras, Av. 2000, Recoleta		
0	Deheza 2900, Nuñez		
0	Directorio 2200, Flores		
0	Av. San Juan 4200, Caballito		
0	Arenales 3800, Palermo		
0	Gomez, Valentin 3000, Once		
0	Avenida Rivadavia 3300, Almagro		
0	Av. Juan B. Alberdi 2200, Flores		
0	Amadeo Jackes 7000, Liniers		
0	Moreno 1800, Congreso		
0	Garcia, Juan A. 2700, Villa del Parque		
0	Roosevelt 1700, Nuñez		
0	Virasoro Valentin 1500, Villa Crespo		
0	Cabrera 3000, Barrio Norte		
0	José Pedro Varela 3900, Villa Devoto		
0	Viamonte 600, Retiro		
0	Nuñez 2500, Nuñez		
0	Juan Ramirez De Velazco 900, Villa Crespo		
0	Cabello 3400, Palermo Chico - Palermo		
0	Paroissien 4000, Saavedra		
0	Cordoba, Avda. 6500, Chacarita		
0	Velazco 300, Villa Crespo		
0	Lucio Mansilla 2900, Palermo		
0	Rivadavia, Av. 6000, Caballito		
0	Esmeralda 800, Barrio Norte		
0	Avenida Eva Perón 5800, Mataderos		
0	Terrero 1200, Villa General Mitre		
0	Salotti, Marta 400, Puerto Madero		
0	Avda Independencia 1200, Monserrat		
0	Pichincha 1100, San Cristobal		
0	Giribone 900, Colegiales		
0	Neuquen 800, Caballito		
0	Jorge Newbery 2600, Las Cañitas		
